기간,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,최대,최소,가중평균
2024/12/31,84.86,81.4,80.48,80.48,80.48,80.48,83.85,92.53,142.95,158.05,131.37,127.59,122.66,122.66,122.66,122.66,122.85,122.99,123.06,109.49,92.53,92.53,92.53,92.53,158.05,80.48,108.15
2024/12/30,81.11,79.03,79.03,79.03,79.03,79.03,81.11,92.64,142.95,164.91,160.05,154.79,137.81,137.72,137.63,157.72,137.16,141.2,132.59,122.57,115.43,92.96,92.64,92.64,164.91,79.03,118.73
2024/12/29,92.11,83.88,82.48,81.64,81.8,82.48,83.88,83.88,83.88,79.8,79.14,78.55,73.69,78.55,78.43,80.13,83.88,93.56,93.56,93.56,93.56,93.56,93.56,93.56,93.56,73.69,85.51
2024/12/28,91.9,90.72,87.23,84.67,84.67,86.62,92.88,93.83,93.83,93.83,93.83,93.83,93.31,93.22,92.85,92.96,93.83,93.83,93.83,93.83,93.83,93.83,93.83,93.83,93.83,84.67,92.19
2024/12/27,88.68,81.71,81.71,81.71,81.71,81.71,84.57,116.29,143,150.71,140.42,142.45,136.93,143.06,136.73,150.82,136.73,128.83,128.76,120.02,109.49,92.27,92.04,93.12,150.82,81.71,116.57
2024/12/26,92.17,91.09,81.25,81.25,81.25,91.55,92.64,120.3,143.7,164.06,168.78,158.68,143.62,136.95,136.95,143.07,136.62,133.71,132.59,122.94,115.32,92.62,92.62,92.64,168.78,81.25,121.42
2024/12/25,103.43,92.54,92.15,91.63,91.82,91.89,92.38,117.23,118.82,123.24,145.72,143.84,118.83,118.83,118.81,118.81,118.83,118.84,118.37,116.07,102.67,102.3,102,102.17,145.72,91.63,110.88
2024/12/24,102.27,91.67,91.67,91.5,91.67,96.57,102.02,141.2,144.78,166.22,159.95,144.76,141.22,143.01,143.4,144.52,143.19,143.5,143.5,141.2,121.77,101.09,101.5,101.98,166.22,91.5,126.51
2024/12/23,122.02,91.2,89.11,89.11,88.64,91.59,92.32,113.79,157.38,172.49,161.61,154.54,142.92,143.03,143.1,144.36,143.03,141.68,143.23,143.23,135.95,118.47,118.41,102.62,172.49,88.64,129.42
2024/12/22,98.4,84.54,84.54,84.54,84.54,84.57,92.3,92.97,93.03,120.68,93.2,105.57,105.05,105.17,93.2,92.95,105.13,105.8,105.8,105.81,105.44,103.69,103.71,93.61,120.68,84.54,97.84
2024/12/21,92.76,91.88,91.69,81.69,81.69,83.01,92.32,101.7,102.5,107.95,143.04,143.27,102.27,102.4,102.48,102.32,102.36,102.5,102.51,108.57,108.51,93.22,93.06,93.22,143.27,81.69,101.38
2024/12/20,102.92,91.52,91.11,82.33,91.19,91.48,101.64,117.2,151.31,163.56,158.24,158.21,142.63,142.79,158.23,167.14,142.8,142.52,138.23,136.54,133.1,114.93,101.28,116.45,167.14,82.33,128.94
2024/12/19,102.64,91.57,91.28,82.66,91.17,91.87,111.76,116.28,143.33,172.12,162.3,153.47,141.85,142,143.33,145.85,143.57,143.33,141.73,141.2,135.81,120.02,107.98,110.54,172.12,82.66,128.02
2024/12/18,92.1,91.34,91.12,82.13,82.13,92.08,111.76,116.6,143.61,230.82,151.02,144.41,141.47,141.46,141.46,141.47,141.47,141.19,141.2,136.48,141.19,120.77,114.78,115.08,230.82,82.13,129.39
2024/12/17,93.08,84.67,82.02,82.02,82.02,91.56,96.54,141.2,145.49,145.88,145.85,145.84,140.86,142.35,143.81,145.83,142.3,140.86,142.22,137.95,141.19,119.76,101.93,100.84,145.88,82.02,124.52
2024/12/16,111.06,99.87,80.38,80.34,80.38,111.41,100.92,134.1,146.9,170.67,146.9,146.9,141.23,146.9,161.49,146.9,143.41,142.79,140.34,139.4,136.34,135.78,141.2,116.31,170.67,80.34,131.87
2024/12/15,98.4,83.15,83.15,82.32,82.32,83.15,92.18,96.58,111.86,102.33,133.48,133.67,133.67,133.67,133.67,102.56,102.85,110.46,110.63,110.98,102.86,111.16,102.38,102.39,133.67,82.32,105.73
2024/12/14,103.49,92.66,92.12,91.67,91.7,92.25,96.32,101.03,103.13,103.09,103.11,103.24,99.57,102.76,102.78,103.37,103.87,103.61,103.93,103.38,103.38,102.84,102.95,101.51,103.93,91.67,100.41
2024/12/13,108.02,98.56,91.58,91.13,91.66,111.58,101.9,141.19,154.1,166.91,154.01,143.07,136.22,137.27,137.22,141.99,143.08,142.66,142.66,141.2,117.27,123.01,141.19,111.93,166.91,91.13,129.67
2024/12/12,102.61,91.54,91.61,91.18,91.52,91.71,112.75,120.77,158.57,158.57,162.48,156.04,137.8,137.72,137.72,137.72,156.04,145.72,142.66,143.07,136.02,122.66,122.66,116.35,162.48,91.18,129.52
2024/12/11,111.93,83.43,82.1,82.1,82.1,91.46,106.25,121.62,153.64,156.04,159.67,153.64,137.97,143.06,143.07,158.57,153.64,143.4,143.41,137,136.09,112.28,120.02,118.32,159.67,82.1,128.36
2024/12/10,106.1,82.77,80.77,80.77,80.77,91.53,93.38,146.28,147.99,147.99,160.16,147.13,138.02,146.33,147.13,158.57,148.06,147.99,141.64,136.87,136.23,141.19,122.66,120.16,160.16,80.77,129.2
2024/12/09,86.15,80.35,80.35,80.35,80.35,80.35,85.17,121.98,160.21,171.9,161.16,147.95,136.67,136.67,144.44,136.67,136.67,136.67,133.7,124.07,122.5,132.52,106.25,101.66,171.9,80.35,123.25
2024/12/08,92.06,83.18,83.18,80.94,82.17,83.18,92.11,92.15,92.15,80.59,89.43,80.24,6.19,76.67,80.24,80.59,91.86,103.84,103.84,103.84,103.85,103.85,103.49,93.61,103.85,6.19,87.96
2024/12/07,92.89,88.87,86.59,84.71,84.71,87.13,92.29,93.19,93.19,93.19,102.61,119.14,108.36,108.45,102.3,102.18,103.18,103.18,102.62,102.62,102.27,93.19,93.19,93.19,119.14,84.71,97.34
2024/12/06,97.79,81.98,80.52,80.52,80.52,86.67,100.92,116.28,143.43,143.08,152.11,139.91,122.78,122.78,122.78,141.19,143.06,133.12,118.54,121.84,116.76,112.75,101.62,110.17,152.11,80.52,117.24
2024/12/05,92.2,91.12,86.17,86.17,86.17,91.56,101,120.77,141.63,143.43,151.16,143.4,137.36,137.21,137.29,143.07,142.66,141.2,132.61,122.66,133.51,120.77,120.02,104.26,151.16,86.17,123
2024/12/04,112.45,80.66,80.52,80.52,80.52,82.56,115.9,116.1,143.4,144.2,143.4,142.44,144.53,137.27,138.26,143.07,143.4,143.04,142.66,142.32,142.95,121.84,116.06,107.27,144.53,80.52,124.86
2024/12/03,112.75,81.13,80.38,80.03,80.22,81.13,89.86,117.15,152.53,143.03,156.04,139.6,118.13,123.75,123.75,143,123.96,123.96,118.15,118.15,116.26,112.28,102.68,98.77,156.04,80.03,115.59
2024/12/02,97.41,80.17,80.17,80.17,80.17,80.7,84.16,101.85,143.01,166.29,155.33,144.04,137.97,143.06,158.57,158.18,156.04,142.98,137.98,142.98,120.02,112.36,101.29,101.83,166.29,80.17,124.32
2024/12/01,97.81,91.76,84.46,84.46,84.46,88.94,107.71,97.81,107.71,104,104.06,104.2,103.78,92.89,93.02,104.15,104.51,107.71,107.71,107.71,107.71,104.2,101.34,107.71,107.71,84.46,100.27
2024/11/30,106.78,96.65,87.96,87.46,87.45,96.65,103.28,109.78,109.78,111.63,112,108.43,107.87,107.38,104.62,107.32,107.87,107.87,107.87,107.88,107.54,106.78,104.84,103.97,112,87.45,104.27
2024/11/29,107.7,101.87,87.57,87.18,87.61,101.98,106.29,111.33,137.97,152.33,151.87,154.15,138.78,155.82,153.84,138.78,138.72,137.92,137.92,137.92,114.22,106.56,107.2,104.46,155.82,87.18,125.17
2024/11/28,111.21,102.96,91.06,87.57,101.43,102.75,105.8,117.04,137.98,137.97,156.16,144.56,137.98,137.98,137.97,137.92,137.1,136.92,135.58,137.81,130.65,127.98,117.24,117.24,156.16,87.57,126.14
2024/11/27,107.59,102,87.49,87.08,87.48,102,105.8,127.27,137.94,137.92,137.98,136.37,136.19,136.37,136.37,136.37,136.37,136.37,136.1,131.36,116.98,114.75,106.62,106.62,137.98,87.08,121.68
2024/11/26,114.88,91.94,87.57,87.47,91.94,102.32,104.01,106.76,140.74,154.83,158.56,137.88,131.51,131.42,135.27,137.94,137.97,135.27,135.26,131.14,117.78,114.22,104.85,113.03,158.56,87.47,122.76
2024/11/25,91.51,79.45,79.45,79.45,79.45,79.45,90.49,107.53,117.26,117.26,137.61,135.26,116.8,116.8,116.8,116.8,137.95,116.8,117.26,112.14,106.76,106.69,106.5,114.94,137.95,79.45,109.32
2024/11/24,106.64,87.95,85.2,85.2,85.2,87.95,101.19,106.64,107.03,91.88,112.08,105.82,0,78.4,78.4,87.55,91.52,108.84,108.85,108.85,108.85,108.49,101.37,101.2,112.08,0,94.66
2024/11/23,103.68,101.97,87.86,87.79,87.87,93.03,117.14,117.14,117.24,113.57,91.3,110.2,0,78.38,90.67,88.5,112.24,116.69,116.82,112.24,112.24,101.33,101.33,101.33,117.24,0,99.35
2024/11/22,112.14,87.79,87.13,87.05,87.24,87.79,107.05,117.78,130.73,117.62,117.52,117.47,115.31,116.87,117.26,117.26,117.37,117.47,117.43,113.31,107.05,106.47,112.14,116.73,130.73,87.05,110.38
2024/11/21,106.74,87.43,87.16,87.27,87.06,87.6,107.37,107.29,137.88,150.52,137.89,117.01,117.01,116.96,137.63,127.32,137.63,137.87,127.44,117.26,107.87,107.87,107.87,107.87,150.52,87.06,115.92
2024/11/20,106.74,83.22,82.85,82.96,82.99,106.21,117.98,117.98,141.65,159.13,141.65,131.98,131.79,131.55,137.63,131.51,137.64,135.7,135.7,108.72,106.69,104.48,103.5,103.5,159.13,82.85,118.99
2024/11/19,114.94,90.49,90.49,79.76,79.76,110.99,110.99,118.08,137.61,137.88,147.19,131.65,131.65,131.65,131.65,131.65,131.66,137.62,127.68,117.67,110.99,104.46,104.46,110.99,147.19,79.76,118.77
2024/11/18,93.45,78.12,78.12,78.12,78.12,78.12,104.24,115.82,117.78,117.78,107.12,106.86,103.8,114.94,117.47,117.47,117.47,117.47,117.78,117.78,107.4,107.01,107.01,105.25,117.78,78.12,105.96
2024/11/17,105.01,87.01,82.89,81.53,82.89,87.81,105.06,93.24,88.1,88.02,88.61,88.69,114.27,88.3,88.23,114.27,114.27,116.06,114.27,114.27,114.21,105.03,105.01,105.01,116.06,81.53,99.52
2024/11/16,90.81,87.47,82.08,80.6,80.6,84.63,94.01,94.86,94.05,94.38,94.62,93.99,90.81,90.92,78.38,80.6,88.62,89.48,90.81,90.81,90.85,89.48,89.48,89.48,94.86,78.38,88.88
2024/11/15,91.51,87.07,87.1,87.15,87.18,87.76,112.48,114.22,116.84,116.58,116.58,116.51,108.92,116.38,147.26,131.48,116.38,116.51,116.78,116.78,107.42,106.79,104.58,113,147.26,87.07,110.43
2024/11/14,103.76,87.57,83.4,85.3,87.57,102.76,116.73,116.73,147.26,147.26,147.26,132.31,132.31,132.31,147.26,147.26,147.26,139.97,132.32,116.98,116.98,116.98,106.52,105.55,147.26,83.4,122.38
2024/11/13,114.22,102.07,102.01,101.9,102.07,103.34,114.22,131.31,147.26,131.32,131.38,131.23,116.38,116.38,116.31,116.38,147.26,123.4,131.47,131.43,117.04,117.04,107,106.74,147.26,101.9,119.85
2024/11/12,107.15,89.73,89.53,89.53,89.62,92.21,117.44,117.24,147.26,147.26,131.37,115.63,105.73,110.38,112.83,115.58,116.58,123.4,123.33,117.04,117.17,107.22,104.38,114.22,147.26,89.53,113.49
2024/11/11,92.37,78.05,78.05,78.05,78.05,90.5,87.98,106.8,116.84,131.57,143.05,131.54,141.81,131.51,131.54,137.94,131.54,131.54,131.57,116.84,113.76,113,106.61,106.61,143.05,78.05,114.95
2024/11/10,98.1,78.4,78.4,78.4,78.4,78.4,80.24,90.77,90.68,92.45,92.24,114.99,92,114.27,92,114.6,114.99,114.99,114.99,114.99,114.99,114.94,92.24,92.45,114.99,78.4,98.14
2024/11/09,113.22,88.17,87.58,80.28,80.28,87.55,88.34,93.07,93.07,105.86,105.84,105.61,105.82,105.81,104.82,105.64,105.25,105.73,105.85,105.86,104.28,92.08,92.29,92.29,113.22,80.28,98.15
2024/11/08,110.09,89.57,89.57,89.57,89.57,102.17,111.71,114.22,117.51,131.58,137.88,132.64,132.64,137.9,148.44,149.56,137.92,132.65,117.17,117.17,116.73,107.15,117.44,106.94,149.56,89.57,118.9
2024/11/07,103.65,89.39,89.39,89.48,89.48,102.16,114.48,107.74,117.84,136.21,155.07,136.87,116.13,116.84,116.84,116.84,151.02,137.03,117.44,117.51,114.94,107.66,111.71,104.64,155.07,89.39,115.89
2024/11/06,103.68,87.6,87.6,87.42,87.56,92.08,115.73,116.58,131.58,137.89,151.45,135.76,116.2,117.11,117.11,117.11,117.26,127.56,117.52,117.52,117.53,113.81,113.61,109.09,151.45,87.42,114.81
2024/11/05,103.72,92.74,87.46,87.49,87.52,102.64,104.21,106.62,117.37,136.94,136.94,136.94,136.94,137.63,137.63,136.87,136.13,131.98,132.17,127.56,127.62,107.46,105.14,104.95,137.63,87.46,118.98
2024/11/04,103.98,87.53,87.42,86.95,87.27,102.49,104.14,115.78,131.3,149.56,137.97,134.96,116.58,116.58,131.3,131.4,131.35,127.26,127.32,116.78,116.73,106.73,106.56,104.12,149.56,86.95,116.79
2024/11/03,106.63,92.24,87.58,87.11,87.42,92.45,92.45,92.7,104.63,104.63,104.63,104,0,87.3,104.57,104.57,108.6,109.96,109.97,109.97,109.58,108.46,108.85,105.6,109.97,0,97.93
2024/11/02,104.31,103.05,102.64,87.43,102.83,103.18,103.81,104.3,107.25,107.89,116.19,148.12,107.6,107.6,107.52,107.68,107.3,107.95,108.08,108.14,108.2,106.76,106.85,104.76,148.12,87.43,107.4
2024/11/01,112.58,103.44,102.83,91.75,101.85,103.45,106.6,131.3,151.13,150.53,145.71,135.22,116.31,113.82,114.22,113,131.17,131.26,131.26,107.08,103.42,103.42,103.42,103.42,151.13,91.75,117.9
2024/10/31,100.68,92.24,91.76,91.77,92.21,99.85,100.65,105.16,139.28,139.33,140.45,133.11,104.87,128.34,147.98,152.55,139.33,135.29,135.3,135.3,130.87,132.91,105.14,105.14,152.55,91.76,121.21
2024/10/30,101.81,76.9,77.3,78.08,99.38,87.14,100.42,109.13,139.31,117.02,116.97,109.93,100.4,100.58,110.68,109.06,116.86,117.02,117.12,116.32,117.33,100.89,116.03,111.96,139.31,76.9,107.08
2024/10/29,107.71,92.37,92.33,92.07,92.27,92.37,113.39,117.8,139.29,139.33,143.15,138.92,138.71,138.9,139.33,138.92,138.93,138.93,138.7,133.7,133.8,139.26,116.36,116.51,143.15,92.07,125.49
2024/10/28,75.66,75.64,75.64,75.64,76.87,75.64,92.8,132.89,139.32,145.25,137.78,148.3,137.6,148.01,155.57,139.32,137.77,137.77,137.54,133.86,133.86,133.86,116.6,103.96,155.57,75.64,122.79
2024/10/27,85.46,76.89,76.21,76.21,76.21,76.21,77.04,94.15,94.15,101.19,103.58,117.34,133.35,103.31,101.01,101.07,101.12,101.14,101.14,101.14,98.47,94.15,93.92,83.19,133.35,76.21,94.84
2024/10/26,93.31,92.62,77.5,77.5,77.5,77.69,92.8,93.24,93.31,104.72,111.88,133.33,104.17,102.59,101.05,100.07,102.8,102.86,106.82,106.44,106.47,93.31,93.31,93.31,133.33,77.5,97.45
2024/10/25,92.43,92.23,92.23,92.1,92.23,92.43,101.06,101.28,138.32,139.24,160.56,133.16,115.44,139.59,155.39,155.39,150.74,154.88,154.09,132.9,105.94,101.22,101.02,101.05,160.56,92.1,121.9
2024/10/24,92.57,92.37,92.14,91.93,92.05,92.26,102.6,102.82,106.46,138.05,139.33,129.46,128.35,129.12,132.92,135.75,135.75,135.84,135.98,136.08,106.45,106.45,106.46,100.62,139.33,91.93,116.12
2024/10/23,100.23,92.35,92.27,92.19,92.35,100.25,100.25,106.54,139.66,139.61,137.85,139.58,106.51,133.19,139.59,134.74,134.74,139.6,139.33,134.75,133.2,106.56,104.94,105.29,139.66,92.19,119.94
2024/10/22,105.75,105.75,92.4,91.94,92.14,105.75,106.94,106.94,137.72,138.92,148.56,147.17,138.73,147.86,146.83,146.46,138.92,138.89,138.69,133.8,133.72,106.92,99.86,99.86,148.56,91.94,124.78
2024/10/21,94.05,85.16,83.75,85.16,85.16,89.61,105.58,105.7,139.32,139.33,139.33,138.75,138.5,138.74,139.99,139.99,139.99,139.99,138.51,134.19,134,105.63,126.29,105.16,139.99,83.75,122.47
2024/10/20,92.73,92.73,92.07,77.76,79.4,92.21,92.73,92.66,92.73,92.73,92.73,92.52,87.04,92.66,101.22,101.34,109.09,108.58,109.15,109.15,101.7,101.75,100.72,100.72,109.15,77.76,96.62
2024/10/19,100.85,92.95,92.56,85.47,85.64,92.7,93.02,93.02,101.26,110.96,112.04,112.03,110.89,101.75,101.35,101.36,101.36,101.99,139.29,139.29,102.23,99.11,93.02,93.02,139.29,85.47,102.82
2024/10/18,116.77,104.4,104.46,98.74,104.46,104.46,104.77,105.64,141.78,142.24,142.24,142.9,138.17,143.55,143.57,143.57,152.67,141.4,141.66,134.37,139.7,105.58,105.37,105.11,152.67,98.74,126.98
2024/10/17,101.52,92.34,92.29,92.27,92.34,100.76,101.05,125.6,138.75,141.09,141.08,141.05,140.76,141.07,141.07,141.05,141.08,138.69,140.8,140.8,135.86,129.25,105.24,105.24,141.09,92.27,124.86
2024/10/16,100.68,92.35,92.35,92.14,92.35,106.1,106.97,116.76,138.66,138.68,154.49,138.67,133.51,138.67,138.67,138.67,145.28,145.41,145.53,145.3,135.21,125.4,128.3,106.97,154.49,92.14,126.25
2024/10/15,105.26,104.02,104.02,100.48,100.48,104.64,105.11,119.52,139.78,139.64,139.66,139.67,120.39,139.73,140.51,142.64,142.64,142.64,142.64,140.52,140.5,134.93,134.93,129.17,142.64,100.48,128.48
2024/10/14,100.91,92.02,86.58,86.58,86.58,86.58,92.74,105.19,137.39,161.25,140.64,140.63,137.7,140.52,140.57,148.44,150.11,140.62,140.64,137.7,137.16,136.67,130.5,105.28,161.25,86.58,126.37
2024/10/13,103.27,99.54,91.83,83.33,92.33,105.76,108.25,105.25,92.37,92.52,92.52,92.38,92.22,92.45,92.29,92.51,92.51,101.67,105.94,105.95,105.88,103.12,103.12,101.9,108.25,83.33,98.32
2024/10/12,105.62,103.11,103.41,103.44,103.44,103.36,105.62,100.48,100.2,100.24,106.59,106.58,106.44,105.67,100.09,105.82,105.88,106.6,107.29,107.36,107.36,106.72,106.72,106.72,107.36,100.09,104.85
2024/10/11,105.18,105.04,105.08,104.64,105.01,105.49,105.35,106.21,137.96,141.15,141.15,140.95,140.81,141.13,150.58,150.58,140.92,137.96,137.95,134.35,134.35,136.86,126.87,106.13,150.58,104.64,127.74
2024/10/10,102.43,92.04,92.09,77.02,77.02,92.54,95.66,100.75,128.48,140.26,140.25,140.2,134.76,140.23,140.23,140.02,140.09,140.24,140.24,140.02,134.54,129.37,124.12,111.07,140.26,77.02,122.49
2024/10/09,100.32,99.84,99.16,95.03,98,98.76,100.39,100.67,121.48,138.97,138.97,142.14,138.88,138.85,139.4,151.88,138.97,138.75,139.38,139.4,134.6,129.82,127.37,105.51,151.88,95.03,123.77
2024/10/08,105.11,104.26,104.26,103.64,104.03,104.26,104.69,129.58,138.66,138.65,135.45,135.31,122.21,135.07,135.51,140.55,140.55,140.55,140.55,135.53,129.58,128.3,120.43,114.34,140.55,103.64,125.44
2024/10/07,92.47,92.47,92.2,91.96,92.26,92.24,97.64,100.67,160.52,160.52,141.26,141.11,137.92,139.2,139.23,139.16,139.27,139.27,139.06,139.26,138.36,134.48,120.89,114.68,160.52,91.96,126.62
2024/10/06,83.42,79.1,77.26,76.01,76.01,77.73,78.46,76.01,76.01,76.01,92.66,92.89,93.34,101.96,102.02,101.58,101.71,102.03,102.04,102.05,102.05,101.76,93.35,93.25,102.05,76.01,90.59
2024/10/05,100.35,95.45,92.23,84.94,95.28,95.33,98.63,96.09,101.49,101.14,101.25,137.05,100.91,100.9,100.78,100.99,100.91,101.31,105.75,105.75,105.75,105.67,101.73,101.73,137.05,84.94,101.31
2024/10/04,100.68,78.12,78.12,78.12,78.12,78.24,92.72,105.97,123.46,136.94,139.28,136.94,127.13,127.69,130.36,130.36,139.44,139.44,136.94,128.58,105.93,100.96,100.96,100.76,139.44,78.12,114.36
2024/10/03,92.46,92.4,91.88,87.04,91.66,92.4,92.46,101.05,123.06,137.43,140.72,140.08,135.61,135.6,135.61,135.61,129.06,120.8,121.16,106.16,106.16,101.05,101.06,100.64,140.72,87.04,114.12
2024/10/02,105.41,98.22,98.22,98.32,98.32,103.6,105.41,129.24,139.3,152.32,152.32,139.28,137.89,139.25,139.27,141.38,141.38,141.38,144.08,144.08,135.44,128.59,128.3,113.21,152.32,98.22,128.73
2024/10/01,106.02,95.8,95.5,92.19,95.5,95.89,106.03,137.32,137.36,139.92,140.32,140.33,140.16,140.33,140.32,140.33,140.33,139.32,139.92,139.92,137.36,137.32,128.91,107.21,140.33,92.19,126.95
